parcel_number,street_number,street_name,notify_date,notify,status,latitude,longitude
010 077200901,441,LEE ST,,Y,Exempt - engineer's letter,37.81017068801088,-122.2571095618467
010 082000500,499,CHETWOOD ST,,Y,Incomplete Evaluation,37.817260799830024,-122.2507566530445
023 047100800,558,CAPELL ST,11/9/10,Y,Done - Level 1,37.80346633799749,-122.2402726190837
010 081501000,555,OAKLAND AVE,8/26/10,Y,Done - Level 1,37.82017591577476,-122.25247387823954
020 012700700,1227,3RD AVE,,Y,Exempt - city inspection,37.797084547077496,-122.25630607269369
005 040801900,1809,FILBERT ST,8/25/10,Y,Done - Level 1,37.81197235423857,-122.28206897021366
016 140202601,387,ALCATRAZ AVE,,Y,Incomplete Evaluation,37.85047205321627,-122.25627420171347
027 084602400,3242,DAVIS ST,8/30/10,Y,Done - Level 1,37.789161100163106,-122.21769007603551
032 206701400,2626,OCTAVIA ST,8/30/10,Y,Exempt - less than 5 units,37.78759983168272,-122.20907992577217
016 139103900,473,ALCATRAZ AVE,9/162010,Y,Done - Level 1,37.85007528226163,-122.2596015816513
008 062702500,1450,ALICE ST,8/31/10,Y,Exempt - no large openings,37.803106868180635,-122.26561437677645
021 022700901,350,HANOVER AVE,9/16/10,Y,Done - Level 1,37.80262219862473,-122.25018073045484
025 073102200,1722,27TH AVE,11/9/10,Y,Done - Level 1,37.783256668591896,-122.22840619225107
025 072501200,1825,FRUITVALE AVE,8/30/10,Y,Done - Level 1,37.782648639973516,-122.22373558364673
021 022403302,226,ATHOL AVE,9/22/10,Y,Incomplete Evaluation,37.80039990832502,-122.25168377729165
020 017801600,1506,4TH AVE,10/22/10,Y,Exempt - no large openings,37.797159687629886,-122.2533952127997
010 078500500,259,MACARTHUR BLVD,6/28/11,Y,Done - Level 1,37.815299131166924,-122.25242296482969
030 192502900,3800,39TH AVE,11/9/10,Y,Level 1 - missing data ,37.791426099194354,-122.19392759588021
,5325+5333,TELEGRAPH AVE,,Y,Done - Level 1,,
012 098702000,69,GLEN AVE,11/2/10,Y,Done - Level 1,37.82517733959941,-122.25084894462883
013 109702501,490,42ND ST,10/18/10,Y,Done - Level 1,37.831098009452944,-122.2632043066479
008 063000401,101,17TH ST,10/25/10,Y,Ask for exemption - did not review ,37.80365300889073,-122.2616348543173
012 092700500,332,MONTE VISTA AVE,9/22/10,Y,Ask for exemption - did not review ,37.822607095563505,-122.249371483044
030 192902101,3809,MAYBELLE AVE,8/26/10,Y,Incomplete Evaluation - Unclaimed,37.790691619594384,-122.19359318741645
019 003100700,528,E 11TH ST,11/10/10,Y,Incomplete Evaluation,37.79412306549809,-122.25503853868182
010 080702500,3287,KEMPTON AVE,,Y,Exempt - no large openings,37.81988139429706,-122.2577717920297
022 030700400,357,ATHOL AVE,,Y,Level 1 - missing data,37.802505699268565,-122.24780850552773
020 013500401,635,E 15TH ST,,Y,Incomplete Evaluation - Unclaimed,37.79502955379925,-122.2516001084004
008 064700200,2101,TELEGRAPH AVE,9/1/10,Y,Incomplete Evaluation,37.81064149754884,-122.26974831269847
022 030902700,488,STOW AVE,8/25/10,Y,Exempt - no large openings,37.803587977117395,-122.24957321072668
010 077001600,140,MONTECITO AVE,,Y,Incomplete Evaluation - Unclaimed,37.811488560048666,-122.25948430047144
010 079102402,392,ORANGE ST,,Y,Incomplete Evaluation,37.81663079325568,-122.25495222853726
022 035301401,1860,E 25TH ST,8/31/10,Y,Done - Level 1,37.79490814462064,-122.23365463664801
010 078601200,361,PALM AVE,10/5/10,Y,Exempt - retrofitted,37.81247005026556,-122.25417606070047
010 076900701,171,MONTECITO AVE,8/24/10,Y,Incomplete Evaluation,37.81226844834318,-122.25923739902372
012 098802001,138,MONTE CRESTA AVE,11/22/10,Y,Incomplete Evaluation,37.82437205573879,-122.24977737718903
,1921,33RD AVE,,Y,Exempt - no large openings,,
022 034000300,2636,IVY DR,8/31/10,Y,Done - Level 1,37.80159064156648,-122.23989178382287
011 085601300,1021,WARFIELD AVE,,Y,Incomplete Evaluation,37.81679993453716,-122.24118296158645
038 321400100,1900,SEMINARY AVE,10/18/10,Y,Incomplete Evaluation - Unclaimed,37.767164409273796,-122.19615740543807
010 080601700,285,FAIRMOUNT AVE,8/24/10,Y,Incomplete Evaluation,37.81793814604644,-122.25925597778223
032 205808100,4001,ALLENDALE AVE,10/4/10,Y,Level 1 - missing data ,37.78483894906739,-122.20472732194304
029A130402400,2240,MACARTHUR BLVD,,Y,Incomplete Evaluation,37.80032671505324,-122.21509389091042
027 084401301,2604,FRUITVALE AVE,9/2/10,Y,Exempt - engineer's letter,37.78935980325411,-122.22016182139951
022 033802202,2324,PARK BLVD,,Y,Incomplete Evaluation,37.801495557714716,-122.24457691587423
025 073200301,2727,E 17TH ST,10/8/10,Y,Incomplete Evaluation,37.782635305640845,-122.22887254224007
046 545901201,2008,90TH AVE,,Y,Incomplete Evaluation,37.75247365911848,-122.1673220839638
010 083000900,671,VERNON ST,8/27/10,Y,Done - Level 1,37.82019971473628,-122.24853632788846
010 079000203,433,ADAMS ST,9/21/10,Y,Incomplete Evaluation,37.81623560982071,-122.25305593499715
021 028400400,1025,E 22ND ST,10/6/10,Y,Done - Level 1,37.796735591203955,-122.24208469933896
